,name,calories,total_fat,protein,carbohydrate
8602,"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round",169,4.7g,29.73 g,0.00 g
8603,"Candies, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%), dark, chocolate",550,32g,5.09 g,59.97 g
8604,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",211,9g,30.45 g,0.00 g
8605,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",198,7.3g,31.09 g,0.00 g
8606,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean only, foreshank, fresh, imported, Australian",165,5.2g,27.50 g,0.00 g
8607,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), eye, rib",205,9g,28.88 g,0.00 g
8608,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",143,5.7g,23.07 g,0.00 g
8609,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",150,3.4g,29.81 g,0.00 g
8610,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, outside round, round",129,3.8g,22.15 g,0.00 g
8611,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",337,27g,22.42 g,0.00 g
8612,"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",351,28g,22.77 g,0.00 g
8613,"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, tenderloin, fresh, imported, Australian",136,4.7g,23.42 g,0.00 g
8614,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye steak/roast",156,7.5g,21.99 g,0.00 g
8615,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",143,5.7g,23.07 g,0.00 g
8616,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, t-bone steak, short loin",247,16g,24.18 g,0.00 g
8617,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",204,9.3g,28.13 g,0.00 g
8618,"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",212,10g,28.48 g,0.00 g
8619,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",193,7.5g,29.41 g,0.00 g
8620,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), with added vitamin C, bottled, OCEAN SPRAY",44,0.1g,0.50 g,10.53 g
8621,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, mock tender steak, chuck",160,5.5g,25.87 g,0.00 g
8622,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",212,11g,26.77 g,0.00 g
8623,"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",240,11g,32.67 g,0.00 g
8624,"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, bottom round, round",223,12g,26.05 g,0.00 g
8625,"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",254,13g,32.85 g,0.00 g
8626,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",205,13g,21.13 g,0.00 g
8627,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",143,5.8g,22.61 g,0.00 g
8628,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (arm and blade), shoulder, domestic",144,6.8g,19.55 g,0.00 g
8629,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",182,6.8g,28.29 g,0.00 g
8630,"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, rib, frozen, imported, New Zealand",317,26g,19.86 g,0.00 g
8631,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",200,8.4g,31.18 g,0.00 g
8632,"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",221,11g,27.65 g,0.00 g
8633,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, top round steak, round",204,9g,30.67 g,0.00 g
8634,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",203,8.8g,28.92 g,0.00 g
8635,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast",207,9.3g,30.93 g,0.00 g
8636,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",232,18g,17.98 g,0.35 g
8637,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",134,5.4g,21.38 g,0.00 g
8638,"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",354,28g,24.13 g,0.00 g
8639,"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, small end (ribs 10-12), rib",411,35g,22.15 g,0.00 g
8640,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",191,12g,21.54 g,0.00 g
8641,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",240,14g,28.82 g,0.00 g
8642,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",166,9g,21.22 g,0.00 g
8643,"Oil, principal use as a tortilla shortening, soy (partially hydrogenated)  and cottonseed, industrial",884,100g,0.00 g,0.00 g
8644,"Spanish rice mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine), dry mix",125,2.4g,3.27 g,22.74 g
8645,"Lamb, cooked, separable lean and fat, composite of trimmed retail cuts, frozen, imported, New Zealand",305,22g,24.42 g,0.00 g
8646,"Beef, raw, separable lean only, boneless, top loin steak/roast, loin, grass-fed, imported, Australian",131,4.9g,21.79 g,0.00 g
8647,"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, domestic",217,11g,26.73 g,0.00 g
8648,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",199,13g,20.80 g,0.60 g
8649,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast/filet",170,9.3g,21.60 g,0.00 g
8650,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt steak, plate",233,14g,24.18 g,0.00 g
8651,"Pork, roasted, heated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured",139,5.1g,22.18 g,1.06 g
8652,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",230,17g,19.55 g,0.00 g
8653,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",187,12g,20.38 g,0.00 g
8654,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",360,29g,24.23 g,0.00 g
8655,"Beverages, prepared with water, frozen concentrate, with juice and pulp, breakfast type, Orange drink",45,0g,0.12 g,11.32 g
8656,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic",225,12g,26.41 g,0.00 g
8657,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",128,4.5g,20.56 g,0.00 g
8658,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",124,3.5g,23.26 g,0.00 g
8659,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",124,3.4g,23.27 g,0.00 g
8660,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",312,23g,24.73 g,0.00 g
8661,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib",285,20g,24.91 g,0.00 g
8662,"Apple juice, diluted with 3 volume water without added ascorbic acid, unsweetened, frozen concentrate",47,0.1g,0.14 g,11.54 g
8663,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",278,20g,23.08 g,0.00 g
8664,"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",345,25g,28.51 g,0.00 g
8665,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, blade, shoulder, domestic",281,21g,22.25 g,0.00 g
8666,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",188,8.2g,26.79 g,0.00 g
8667,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, roast, bottom round, round",177,6.5g,27.76 g,0.00 g
8668,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, bottom round, round",214,7.7g,34.00 g,0.00 g
8669,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",179,11g,20.10 g,0.00 g
8670,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",199,13g,19.70 g,0.00 g
8671,"Pork, raw,with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",169,11g,17.19 g,0.16 g
8672,"Beef, cooked, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",230,12g,28.40 g,0.00 g
8673,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",253,20g,18.39 g,0.00 g
8674,"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, loin, fresh, imported, Australian",219,12g,25.49 g,0.00 g
8675,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",195,8.5g,29.33 g,0.30 g
8676,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",146,7g,20.96 g,0.00 g
8677,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",171,9.2g,22.19 g,0.00 g
8678,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",151,6.7g,22.79 g,0.00 g
8679,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",333,26g,23.40 g,0.00 g
8680,"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",324,26g,21.55 g,0.00 g
8681,"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",370,31g,20.86 g,0.00 g
8682,"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",378,31g,22.50 g,0.00 g
8683,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",317,24g,25.26 g,0.00 g
8684,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",287,20g,25.81 g,0.00 g
8685,"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",270,19g,22.62 g,0.00 g
8686,"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",267,19g,23.48 g,0.00 g
8687,"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",339,24g,28.92 g,0.00 g
8688,"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, sirloin half, leg, domestic",204,9.2g,28.35 g,0.00 g
8689,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",238,13g,27.53 g,0.00 g
8690,"Lamb, cooked, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic",586,59g,12.16 g,0.00 g
8691,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",196,13g,19.10 g,0.00 g
8692,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",210,15g,18.87 g,0.00 g
8693,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",179,7g,27.17 g,0.00 g
8694,"Carbonated beverage, without caffeine, with sodium saccharin, other than cola or pepper, low calorie",0,0g,0.00 g,0.10 g
8695,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin",194,8.8g,26.89 g,0.00 g
8696,"Beef, cooked, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",194,8.2g,28.95 g,0.00 g
8697,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian",201,13g,18.59 g,0.00 g
8698,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",185,5.5g,31.82 g,0.00 g
8699,"Pork, cooked, separable lean only, composite of trimmed retail cuts (leg, loin, and shoulder), fresh",201,9.2g,27.51 g,0.00 g
8700,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",260,21g,17.92 g,0.00 g
8701,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",248,19g,18.44 g,0.00 g
8702,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt steak, plate",205,10g,26.66 g,0.00 g
8703,"Infant formula, not reconstituted, liquid concentrate, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",127,6.9g,2.64 g,13.52 g
8704,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian",262,21g,16.48 g,0.00 g
8705,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",281,19g,25.18 g,0.00 g
8706,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak",123,4.1g,21.64 g,0.00 g
8707,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",182,11g,18.75 g,0.00 g
8708,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",166,9.2g,19.38 g,0.00 g
8709,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",193,9.7g,26.34 g,0.00 g
8710,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",188,8.4g,28.00 g,0.00 g
8711,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",164,5.7g,28.37 g,0.00 g
8712,"Infant formula, with ARA and DHA, ready-to-feed, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",66,3.5g,1.83 g,6.81 g
8713,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",214,14g,20.01 g,0.00 g
8714,"Pork, raw, separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh",177,10g,20.08 g,0.00 g
8715,"Pork, cooked, separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh",211,9.4g,29.47 g,0.00 g
8716,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, roast, bottom round , round",164,4.7g,28.45 g,0.00 g
8717,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round",217,7.7g,34.39 g,0.00 g
8718,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round",175,6.1g,28.08 g,0.00 g
8719,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round",199,9.4g,26.76 g,0.00 g
8720,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round",230,10g,32.73 g,0.00 g
8721,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",128,4.8g,21.13 g,0.00 g
8722,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin",224,13g,25.51 g,0.00 g
8723,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet",219,12g,28.30 g,0.40 g
8724,"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet",253,16g,26.80 g,0.60 g
8725,"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",177,5.7g,29.44 g,0.00 g
8726,"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",188,6.2g,30.87 g,0.00 g
8727,"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin",201,8.5g,29.16 g,0.00 g
8728,"Infant formula, prepared from liquid concentrate, DHA and ARA, with iron, GOOD START SUPREME, NESTLE",66,3.4g,1.45 g,7.39 g
8729,"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",294,21g,24.21 g,0.00 g
8730,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",146,7.3g,20.16 g,0.00 g
8731,"Fast foods, regular patty; double decker bun with condiments and special sauce, cheeseburger; double",261,14g,11.94 g,21.53 g
8732,"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",209,11g,27.94 g,0.00 g
8733,"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",404,35g,20.65 g,0.00 g
8734,"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",393,33g,22.86 g,0.00 g
